Orthogroup	Apatococcus_fuscideae-Prasiolales.prot	Apatococcus_lobatus-Prasiolales.prot
OG0007529	KAK9867566.1	KAK9833956.1
OG0007530	KAK9867567.1	KAK9833624.1
OG0007531	KAK9867568.1	KAK9833910.1
OG0007532	KAK9867569.1	KAK9833677.1
OG0007533	KAK9867570.1	KAK9833643.1
OG0007534	KAK9867574.1	KAK9833849.1
OG0007535	KAK9867575.1	KAK9822142.1
OG0007536	KAK9867576.1	KAK9822111.1
OG0007537	KAK9867577.1	KAK9822072.1
OG0007538	KAK9867581.1	KAK9822033.1
OG0007539	KAK9867582.1	KAK9822071.1
OG0007540	KAK9867583.1	KAK9822059.1
OG0007541	KAK9867585.1	KAK9822020.1
OG0007542	KAK9867589.1	KAK9835768.1
OG0007543	KAK9867592.1	KAK9839107.1
OG0007544	KAK9867594.1	KAK9835653.1
OG0007545	KAK9867595.1	KAK9835463.1
OG0007546	KAK9867597.1	KAK9835730.1
OG0007547	KAK9867599.1	KAK9835511.1
OG0007548	KAK9867600.1	KAK9835548.1
OG0007549	KAK9867601.1	KAK9838836.1
OG0007550	KAK9867602.1	KAK9835553.1
OG0007551	KAK9867603.1	KAK9835808.1
OG0007552	KAK9867610.1	KAK9843115.1
OG0007553	KAK9867611.1	KAK9843259.1
OG0007554	KAK9867612.1	KAK9842960.1
OG0007555	KAK9867615.1	KAK9843239.1
OG0007556	KAK9867617.1	KAK9842803.1
OG0007557	KAK9867619.1	KAK9819526.1
OG0007558	KAK9867622.1	KAK9842710.1
OG0007559	KAK9867623.1	KAK9818626.1
OG0007560	KAK9867627.1	KAK9843198.1
OG0007561	KAK9867636.1	KAK9820917.1
OG0007562	KAK9867639.1	KAK9821286.1
OG0007563	KAK9867642.1	KAK9818619.1
OG0007564	KAK9867644.1	KAK9818546.1
OG0007565	KAK9867646.1	KAK9818559.1
OG0007566	KAK9867650.1	KAK9818555.1
OG0007567	KAK9867655.1	KAK9818566.1
OG0007568	KAK9867660.1	KAK9818541.1
OG0007569	KAK9867668.1	KAK9835602.1
OG0007570	KAK9867669.1, KAK9867670.1	
OG0007571	KAK9867671.1	KAK9819293.1
OG0007572	KAK9867672.1, KAK9867673.1	
OG0007573	KAK9867675.1	KAK9819350.1
OG0007574	KAK9867678.1	KAK9835810.1
OG0007575	KAK9867681.1	KAK9819337.1
OG0007576	KAK9867688.1	KAK9841485.1
OG0007577	KAK9867695.1	KAK9841416.1
OG0007578	KAK9867700.1	KAK9832880.1
OG0007579	KAK9867703.1	KAK9839914.1
OG0007580	KAK9867706.1	KAK9840472.1
OG0007581	KAK9867708.1	KAK9838760.1
OG0007582	KAK9867709.1	KAK9840155.1
OG0007583	KAK9867710.1	KAK9840162.1
OG0007584	KAK9867712.1	KAK9840348.1
OG0007585	KAK9867717.1	KAK9840489.1
OG0007586	KAK9867730.1	KAK9842825.1
OG0007587	KAK9867732.1	KAK9832953.1
OG0007588	KAK9867733.1	KAK9833047.1
OG0007589	KAK9867736.1	KAK9833187.1
OG0007590	KAK9867739.1	KAK9832931.1
OG0007591	KAK9867740.1	KAK9833144.1
OG0007592	KAK9867742.1	KAK9832926.1
OG0007593	KAK9867743.1	KAK9831269.1
OG0007594	KAK9867744.1	KAK9832888.1
OG0007595	KAK9867745.1	KAK9833029.1
OG0007596	KAK9867746.1	KAK9832999.1
OG0007597	KAK9867747.1	KAK9833213.1
OG0007598	KAK9867748.1	KAK9832889.1
OG0007599	KAK9867749.1	KAK9837772.1
OG0007600	KAK9867750.1, KAK9867751.1	
OG0007601	KAK9867760.1	KAK9837656.1
OG0007602	KAK9867765.1	KAK9835903.1
OG0007603	KAK9867768.1	KAK9827496.1
OG0007604	KAK9867769.1	KAK9835444.1
OG0007605	KAK9867770.1	KAK9835502.1
OG0007606	KAK9867771.1, KAK9867772.1	
OG0007607	KAK9867778.1	KAK9834769.1
OG0007608	KAK9867782.1	KAK9835740.1
OG0007609	KAK9867783.1	KAK9834632.1
OG0007610	KAK9867784.1, KAK9867785.1	
OG0007611	KAK9867787.1	KAK9825519.1
OG0007612	KAK9867792.1	KAK9825582.1
OG0007613	KAK9867794.1	KAK9841331.1
OG0007614	KAK9867799.1	KAK9826302.1
OG0007615	KAK9867800.1	KAK9826314.1
OG0007616	KAK9867802.1	KAK9826277.1
OG0007617	KAK9867811.1	KAK9826252.1
OG0007618	KAK9867814.1	KAK9833222.1
OG0007619	KAK9867816.1	KAK9833131.1
OG0007620	KAK9867817.1	KAK9833026.1
OG0007621	KAK9867818.1	KAK9833037.1
OG0007622	KAK9867819.1	KAK9832912.1
OG0007623	KAK9867820.1	KAK9832973.1
OG0007624	KAK9867821.1	KAK9833117.1
OG0007625	KAK9867822.1	KAK9832866.1
OG0007626	KAK9867823.1	KAK9833063.1
OG0007627	KAK9867826.1	KAK9832924.1
OG0007628	KAK9867827.1, KAK9867828.1	
OG0007629	KAK9867829.1	KAK9832921.1
OG0007630	KAK9867833.1	KAK9833232.1
OG0007631	KAK9867834.1	KAK9841666.1
OG0007632	KAK9867835.1	KAK9838711.1
OG0007633	KAK9867836.1	KAK9831650.1
OG0007634	KAK9867837.1	KAK9838675.1
OG0007635	KAK9867842.1	KAK9831712.1
OG0007636	KAK9867844.1	KAK9839086.1
OG0007637	KAK9867846.1	KAK9839156.1
OG0007638	KAK9867847.1	KAK9838908.1
OG0007639	KAK9867848.1	KAK9839052.1
OG0007640	KAK9867851.1	KAK9831777.1
OG0007641	KAK9867852.1	KAK9831605.1
OG0007642	KAK9867855.1	KAK9831646.1
OG0007643	KAK9867856.1	KAK9827841.1
OG0007644	KAK9867857.1	KAK9827922.1
OG0007645	KAK9867858.1	KAK9827787.1
OG0007646	KAK9867863.1	KAK9821157.1
OG0007647	KAK9867866.1	KAK9821171.1
OG0007648	KAK9867869.1	KAK9821191.1
OG0007649	KAK9867873.1	KAK9821178.1
OG0007650	KAK9867875.1	KAK9821170.1
OG0007651	KAK9867878.1	KAK9826289.1
OG0007652	KAK9867879.1	KAK9819107.1
OG0007653	KAK9867881.1	KAK9834522.1
OG0007654	KAK9867883.1	KAK9821181.1
OG0007655	KAK9867885.1	KAK9836470.1
OG0007656	KAK9867886.1	KAK9836602.1
OG0007657	KAK9867887.1	KAK9836508.1
OG0007658	KAK9867888.1	KAK9836884.1
OG0007659	KAK9867891.1	KAK9836571.1
OG0007660	KAK9867895.1	KAK9836423.1
OG0007661	KAK9867900.1	KAK9836458.1
OG0007662	KAK9867901.1	KAK9836797.1
OG0007663	KAK9867921.1	KAK9839915.1
OG0007664	KAK9867923.1	KAK9840366.1
OG0007665	KAK9867926.1	KAK9840065.1
OG0007666	KAK9867933.1	KAK9818750.1
OG0007667	KAK9867934.1, KAK9867935.1	
OG0007668	KAK9867936.1	KAK9818718.1
OG0007669	KAK9867941.1	KAK9825023.1
OG0007670	KAK9867944.1	KAK9818720.1
OG0007671	KAK9867946.1	KAK9820927.1
OG0007672	KAK9867959.1	KAK9836496.1
OG0007673	KAK9867973.1	KAK9836849.1
OG0007674	KAK9867978.1	KAK9818486.1
OG0007675	KAK9867982.1	KAK9834734.1
OG0007676	KAK9867986.1	KAK9834699.1
OG0007677	KAK9867987.1	KAK9834478.1
OG0007678	KAK9867988.1	KAK9818442.1
OG0007679	KAK9867990.1	KAK9834472.1
OG0007680	KAK9867994.1	KAK9844355.1
OG0007681	KAK9868000.1	KAK9844738.1
OG0007682	KAK9868002.1	KAK9844731.1
OG0007683	KAK9868004.1	KAK9844836.1
OG0007684	KAK9868008.1	KAK9835857.1
OG0007685	KAK9868009.1, KAK9868028.1	
OG0007686	KAK9868016.1	KAK9834525.1
OG0007687	KAK9868022.1	KAK9834796.1
OG0007688	KAK9868031.1	KAK9832364.1
OG0007689	KAK9868032.1	KAK9832431.1
OG0007690	KAK9868033.1	KAK9832281.1
OG0007691	KAK9868035.1	KAK9832335.1
OG0007692	KAK9868037.1	KAK9832181.1
OG0007693	KAK9868038.1	KAK9832140.1
OG0007694	KAK9868043.1	KAK9841436.1
OG0007695	KAK9868045.1	KAK9841328.1
OG0007696	KAK9868046.1	KAK9841712.1
OG0007697	KAK9868047.1	KAK9841203.1
OG0007698	KAK9868050.1	KAK9841480.1
OG0007699	KAK9868052.1	KAK9841348.1
OG0007700	KAK9868053.1	KAK9841413.1
OG0007701	KAK9868054.1	KAK9841519.1
OG0007702	KAK9868055.1	KAK9841513.1
OG0007703	KAK9868056.1	KAK9841569.1
OG0007704	KAK9868059.1	KAK9841399.1
OG0007705	KAK9868060.1	KAK9841722.1
OG0007706	KAK9868061.1	KAK9841188.1
OG0007707	KAK9868062.1	KAK9841355.1
OG0007708	KAK9868063.1	KAK9841235.1
OG0007709	KAK9868065.1	KAK9835818.1
OG0007710	KAK9868066.1	KAK9835778.1
OG0007711	KAK9868069.1	KAK9835856.1
OG0007712	KAK9868071.1	KAK9835434.1
OG0007713	KAK9868074.1	KAK9835762.1
OG0007714	KAK9868075.1	KAK9835631.1
OG0007715	KAK9868079.1	KAK9820707.1
OG0007716	KAK9868080.1	KAK9820669.1
OG0007717	KAK9868081.1	KAK9820673.1
OG0007718	KAK9868083.1	KAK9820681.1
OG0007719	KAK9868085.1	KAK9820655.1
OG0007720	KAK9868086.1	KAK9819515.1
OG0007721	KAK9868087.1	KAK9820678.1
OG0007722	KAK9868090.1	KAK9820695.1
OG0007723	KAK9868091.1	KAK9820684.1
OG0007724	KAK9868092.1	KAK9819546.1
OG0007725	KAK9868094.1	KAK9827470.1
OG0007726	KAK9868095.1	KAK9827407.1
OG0007727	KAK9868102.1	KAK9827541.1
OG0007728	KAK9868104.1	KAK9827528.1
OG0007729	KAK9868106.1	KAK9827573.1
OG0007730	KAK9868107.1	KAK9827526.1
OG0007731	KAK9868108.1	KAK9819046.1
OG0007732	KAK9868110.1	KAK9827523.1
OG0007733	KAK9868116.1	KAK9836426.1
OG0007734	KAK9868117.1	KAK9819345.1
OG0007735	KAK9868119.1	KAK9819283.1
OG0007736	KAK9868129.1	KAK9819326.1
OG0007737	KAK9868130.1, KAK9868131.1	
OG0007738	KAK9868138.1	KAK9843274.1
OG0007739	KAK9868144.1	KAK9842729.1
OG0007740	KAK9868153.1	KAK9828362.1
OG0007741	KAK9868157.1	KAK9828143.1
OG0007742	KAK9868158.1	KAK9828221.1
OG0007743	KAK9868161.1	KAK9828333.1
OG0007744	KAK9868162.1	KAK9828174.1
OG0007745	KAK9868164.1	KAK9828137.1
OG0007746	KAK9868165.1	KAK9828150.1
OG0007747	KAK9868166.1, KAK9868167.1	
OG0007748	KAK9868169.1	KAK9828345.1
OG0007749	KAK9868170.1	KAK9828306.1
OG0007750	KAK9868173.1	KAK9828222.1
OG0007751	KAK9868180.1	KAK9825078.1
OG0007752	KAK9868181.1	KAK9822943.1
OG0007753	KAK9868190.1	KAK9844660.1
OG0007754	KAK9868191.1	KAK9844662.1
OG0007755	KAK9868200.1	KAK9833632.1
OG0007756	KAK9868206.1	KAK9833929.1
OG0007757	KAK9868208.1, KAK9868211.1	
OG0007758	KAK9868212.1	KAK9833694.1
OG0007759	KAK9868215.1	KAK9839076.1
OG0007760	KAK9868216.1	KAK9838691.1
OG0007761	KAK9868217.1, KAK9868218.1	
OG0007762	KAK9868219.1	KAK9838818.1
OG0007763	KAK9868220.1	KAK9839177.1
OG0007764	KAK9868221.1	KAK9832911.1
OG0007765	KAK9868222.1	KAK9833163.1
OG0007766	KAK9868223.1	KAK9832865.1
OG0007767	KAK9868225.1	KAK9838924.1
OG0007768	KAK9868226.1	KAK9838959.1
OG0007769	KAK9868228.1	KAK9838900.1
OG0007770	KAK9868234.1	KAK9844816.1
OG0007771	KAK9868238.1	KAK9845096.1
OG0007772	KAK9868240.1	KAK9844911.1
OG0007773	KAK9868243.1	KAK9844823.1
OG0007774	KAK9868251.1	KAK9844577.1
OG0007775	KAK9868253.1	KAK9827064.1
OG0007776	KAK9868255.1	KAK9827076.1
OG0007777	KAK9868259.1	KAK9827164.1
OG0007778	KAK9868260.1	KAK9825304.1
OG0007779	KAK9868261.1	KAK9825247.1
OG0007780	KAK9868268.1	KAK9818482.1
OG0007781	KAK9868273.1, KAK9868274.1	
OG0007782	KAK9868293.1	KAK9841476.1
OG0007783	KAK9868295.1	KAK9841172.1
OG0007784	KAK9868302.1	KAK9834443.1
OG0007785	KAK9868303.1	KAK9826032.1
OG0007786	KAK9868306.1	KAK9834450.1
OG0007787	KAK9868309.1	KAK9825955.1
OG0007788	KAK9868310.1	KAK9834650.1
OG0007789	KAK9868313.1	KAK9825943.1
OG0007790	KAK9868314.1	KAK9834480.1
OG0007791	KAK9868315.1	KAK9834519.1
OG0007792	KAK9868316.1	KAK9826065.1
OG0007793	KAK9868320.1	KAK9822079.1
OG0007794	KAK9868321.1	KAK9826029.1
OG0007795	KAK9868326.1	KAK9844379.1
OG0007796	KAK9868327.1	KAK9844922.1
OG0007797	KAK9868329.1	KAK9844902.1
OG0007798	KAK9868338.1	KAK9844536.1
OG0007799	KAK9868339.1	KAK9844741.1
OG0007800	KAK9868342.1, KAK9868343.1	
OG0007801	KAK9868345.1	KAK9844458.1
OG0007802	KAK9868347.1	KAK9839062.1
OG0007803	KAK9868348.1	KAK9838763.1
OG0007804	KAK9868357.1	KAK9838733.1
OG0007805	KAK9868359.1	KAK9838764.1
OG0007806	KAK9868361.1	KAK9839024.1
OG0007807	KAK9868362.1	KAK9838842.1
OG0007808	KAK9868363.1	KAK9844661.1
OG0007809	KAK9868366.1	KAK9844780.1
OG0007810	KAK9868371.1	KAK9828341.1
OG0007811	KAK9868373.1	KAK9844692.1
OG0007812	KAK9868375.1	KAK9844711.1
OG0007813	KAK9868376.1	KAK9845075.1
OG0007814	KAK9868384.1, KAK9868385.1	
OG0007815	KAK9868388.1	KAK9830852.1
OG0007816	KAK9868401.1, KAK9868402.1	
OG0007817	KAK9868405.1	KAK9832968.1
OG0007818	KAK9868406.1	KAK9833150.1
OG0007819	KAK9868410.1	KAK9833068.1
OG0007820	KAK9868411.1	KAK9833023.1
OG0007821	KAK9868415.1	KAK9833188.1
OG0007822	KAK9868424.1	KAK9832867.1
OG0007823	KAK9868427.1, KAK9868438.1	
OG0007824	KAK9868428.1	KAK9833746.1
OG0007825	KAK9868433.1, KAK9868434.1	
OG0007826	KAK9868442.1	KAK9822962.1
OG0007827	KAK9868445.1	KAK9822895.1
OG0007828	KAK9868446.1, KAK9868457.1	
OG0007829	KAK9868448.1	KAK9822899.1
OG0007830	KAK9868449.1	KAK9822970.1
OG0007831	KAK9868451.1	KAK9822922.1
OG0007832	KAK9868452.1	KAK9822881.1
OG0007833	KAK9868459.1	KAK9825077.1
OG0007834	KAK9868460.1, KAK9868461.1	
OG0007835	KAK9868463.1	KAK9832226.1
OG0007836	KAK9868465.1	KAK9832282.1
OG0007837	KAK9868467.1, KAK9868468.1	
OG0007838	KAK9868470.1	KAK9832425.1
OG0007839	KAK9868471.1	KAK9825119.1
OG0007840	KAK9868474.1	KAK9832272.1
OG0007841	KAK9868489.1	KAK9818658.1
OG0007842	KAK9868491.1	KAK9821189.1
OG0007843	KAK9868498.1	KAK9839079.1
OG0007844	KAK9868500.1	KAK9838689.1
OG0007845	KAK9868501.1	KAK9839058.1
OG0007846	KAK9868502.1	KAK9839165.1
OG0007847	KAK9868503.1	KAK9838768.1
OG0007848	KAK9868506.1	KAK9839162.1
OG0007849	KAK9868508.1	KAK9838644.1
OG0007850	KAK9868518.1	KAK9818447.1
OG0007851	KAK9868519.1, KAK9868520.1	
OG0007852	KAK9868522.1	KAK9844907.1
OG0007853	KAK9868523.1	KAK9837887.1
OG0007854	KAK9868526.1	KAK9818481.1
OG0007855	KAK9868527.1, KAK9868528.1	
OG0007856	KAK9868537.1	KAK9818474.1
OG0007857	KAK9868539.1	KAK9837989.1
OG0007858	KAK9868542.1	KAK9825753.1
OG0007859	KAK9868543.1	KAK9816327.1
OG0007860	KAK9868544.1	KAK9816324.1
OG0007861	KAK9868546.1	KAK9837686.1
OG0007862	KAK9868547.1	KAK9825735.1
OG0007863	KAK9868548.1	KAK9816319.1
OG0007864	KAK9868549.1	KAK9818466.1
OG0007865	KAK9868553.1	KAK9825759.1
OG0007866	KAK9868554.1	KAK9837945.1
OG0007867	KAK9868556.1	KAK9825815.1
OG0007868	KAK9868558.1	KAK9825812.1
OG0007869	KAK9868563.1	KAK9817455.1
OG0007870	KAK9868566.1	KAK9817463.1
OG0007871	KAK9868567.1, KAK9868578.1	
OG0007872	KAK9868569.1	KAK9832397.1
OG0007873	KAK9868570.1	KAK9838757.1
OG0007874	KAK9868572.1	KAK9817456.1
OG0007875	KAK9868576.1	KAK9838636.1
OG0007876	KAK9868580.1	KAK9839084.1
OG0007877	KAK9868585.1	KAK9831153.1
OG0007878	KAK9868587.1	KAK9827506.1
OG0007879	KAK9868588.1	KAK9841189.1
OG0007880	KAK9868590.1, KAK9868591.1	
OG0007881	KAK9868593.1	KAK9831047.1
OG0007882	KAK9868602.1	KAK9831218.1
OG0007883	KAK9868604.1	KAK9831300.1
OG0007884	KAK9868607.1	KAK9818454.1
OG0007885	KAK9868608.1	KAK9845123.1
OG0007886	KAK9868613.1	KAK9818469.1
OG0007887	KAK9868615.1	KAK9844273.1
OG0007888	KAK9868617.1	KAK9844593.1
OG0007889	KAK9868619.1	KAK9818463.1
OG0007890	KAK9868622.1	KAK9821670.1
OG0007891	KAK9868623.1	KAK9818448.1
OG0007892	KAK9868625.1	KAK9818473.1
OG0007893	KAK9868626.1	KAK9845037.1
OG0007894	KAK9868627.1	KAK9844915.1
OG0007895	KAK9868641.1	KAK9819307.1
OG0007896	KAK9868642.1	KAK9819339.1
OG0007897	KAK9868646.1	KAK9826002.1
OG0007898	KAK9868649.1	KAK9837689.1
OG0007899	KAK9868651.1	KAK9826219.1
OG0007900	KAK9868663.1	KAK9826298.1
OG0007901	KAK9868664.1	KAK9826213.1
OG0007902	KAK9868668.1	KAK9843369.1
OG0007903	KAK9868670.1	KAK9843268.1
OG0007904	KAK9868675.1	KAK9842746.1
OG0007905	KAK9868681.1	KAK9842701.1
OG0007906	KAK9868682.1	KAK9843172.1
OG0007907	KAK9868684.1	KAK9842896.1
OG0007908	KAK9868687.1	KAK9842958.1
OG0007909	KAK9868691.1	KAK9842753.1
OG0007910	KAK9868704.1	KAK9841568.1
OG0007911	KAK9868708.1	KAK9841637.1
OG0007912	KAK9868710.1	KAK9841303.1
OG0007913	KAK9868719.1	KAK9827155.1
OG0007914	KAK9868720.1	KAK9835571.1
OG0007915	KAK9868721.1	KAK9835560.1
OG0007916	KAK9868722.1	KAK9835743.1
OG0007917	KAK9868724.1	KAK9835736.1
OG0007918	KAK9868725.1, KAK9868726.1	
OG0007919	KAK9868728.1	KAK9835917.1
OG0007920	KAK9868729.1	KAK9835659.1
OG0007921	KAK9868731.1	KAK9826959.1
OG0007922	KAK9868732.1	KAK9827040.1
OG0007923	KAK9868736.1	KAK9835747.1
OG0007924	KAK9868738.1	KAK9835567.1
OG0007925	KAK9868739.1	KAK9822260.1
OG0007926	KAK9868741.1	KAK9822344.1
OG0007927	KAK9868742.1	KAK9822276.1
OG0007928	KAK9868744.1, KAK9868745.1	
OG0007929	KAK9868749.1, KAK9868750.1	
OG0007930	KAK9868753.1	KAK9822325.1
OG0007931	KAK9868754.1	KAK9822353.1
OG0007932	KAK9868756.1	KAK9822319.1
OG0007933	KAK9868757.1	KAK9822351.1
OG0007934	KAK9868758.1	KAK9816039.1
OG0007935	KAK9868759.1	KAK9822340.1
OG0007936	KAK9868765.1, KAK9868766.1	
OG0007937	KAK9868771.1, KAK9868772.1	
OG0007938	KAK9868774.1	KAK9822756.1
OG0007939	KAK9868777.1	KAK9835657.1
OG0007940	KAK9868778.1	KAK9822789.1
OG0007941	KAK9868779.1	KAK9835887.1
OG0007942	KAK9868787.1	KAK9835882.1
OG0007943	KAK9868788.1	KAK9822777.1
OG0007944	KAK9868803.1	KAK9828236.1
OG0007945	KAK9868805.1, KAK9868806.1	
OG0007946	KAK9868820.1	KAK9828197.1
OG0007947	KAK9868822.1	KAK9828319.1
OG0007948	KAK9868823.1	KAK9828352.1
OG0007949	KAK9868825.1, KAK9868826.1	
OG0007950	KAK9868827.1, KAK9868834.1	
OG0007951	KAK9868830.1	KAK9828262.1
OG0007952	KAK9868831.1	KAK9828350.1
OG0007953	KAK9868833.1	KAK9828275.1
OG0007954	KAK9868838.1	KAK9817387.1
OG0007955	KAK9868844.1	KAK9845119.1
OG0007956	KAK9868846.1	KAK9826005.1
OG0007957	KAK9868856.1	KAK9845025.1
OG0007958	KAK9868857.1	KAK9826028.1
OG0007959	KAK9868864.1	KAK9836491.1
OG0007960	KAK9868872.1	KAK9827142.1
OG0007961	KAK9868874.1	KAK9835721.1
OG0007962	KAK9868876.1	KAK9827110.1
OG0007963	KAK9868877.1	KAK9836888.1
OG0007964	KAK9868878.1	KAK9826935.1
OG0007965	KAK9868890.1	KAK9831150.1
OG0007966	KAK9868891.1	KAK9826256.1
OG0007967	KAK9868893.1	KAK9831048.1
OG0007968	KAK9868894.1	KAK9825784.1
OG0007969	KAK9868898.1	KAK9826310.1
OG0007970	KAK9868899.1	KAK9831257.1
OG0007971	KAK9868901.1	KAK9816400.1
OG0007972	KAK9868903.1	KAK9828233.1
OG0007973	KAK9868909.1	KAK9841204.1
OG0007974	KAK9868912.1	KAK9828149.1
OG0007975	KAK9868916.1, KAK9868917.1	
OG0007976	KAK9868920.1	KAK9828252.1
OG0007977	KAK9868926.1	KAK9841461.1
OG0007978	KAK9868927.1	KAK9841256.1
OG0007979	KAK9868935.1	KAK9832955.1
OG0007980	KAK9868941.1	KAK9833212.1
OG0007981	KAK9868946.1	KAK9833093.1
OG0007982	KAK9868957.1	KAK9832937.1
OG0007983	KAK9868961.1	KAK9832988.1
OG0007984	KAK9868964.1	KAK9844557.1
OG0007985	KAK9868966.1	KAK9844456.1
OG0007986	KAK9868975.1	KAK9844812.1
OG0007987	KAK9868977.1	KAK9837895.1
OG0007988	KAK9868978.1	KAK9837959.1
OG0007989	KAK9868979.1	KAK9826253.1
OG0007990	KAK9868984.1	KAK9837603.1
OG0007991	KAK9868985.1	KAK9837720.1
OG0007992	KAK9868993.1	KAK9837784.1
OG0007993	KAK9868997.1	KAK9837721.1
OG0007994	KAK9868998.1, KAK9868999.1	
OG0007995	KAK9869004.1, KAK9869005.1	
OG0007996	KAK9869010.1	KAK9838017.1
OG0007997	KAK9869011.1	KAK9837805.1
OG0007998	KAK9869014.1	KAK9840235.1
OG0007999	KAK9869018.1	KAK9840401.1
OG0008000	KAK9869019.1	KAK9840167.1
OG0008001	KAK9869021.1, KAK9869022.1	
OG0008002	KAK9869024.1, KAK9869025.1	
OG0008003	KAK9869026.1	KAK9840136.1
OG0008004	KAK9869031.1	KAK9840078.1
OG0008005	KAK9869032.1, KAK9869033.1	
OG0008006	KAK9869034.1, KAK9869035.1	
OG0008007	KAK9869038.1	KAK9839972.1
OG0008008	KAK9869040.1	KAK9840372.1
OG0008009	KAK9869041.1	KAK9840082.1
OG0008010	KAK9869042.1	KAK9839919.1
OG0008011	KAK9869045.1	KAK9840420.1
OG0008012	KAK9869046.1	KAK9840312.1
OG0008013	KAK9869049.1	KAK9840359.1
OG0008014	KAK9869050.1	KAK9840415.1
OG0008015	KAK9869051.1	KAK9840101.1
OG0008016	KAK9869052.1	KAK9840427.1
OG0008017	KAK9869053.1	KAK9840034.1
OG0008018	KAK9869055.1	KAK9840309.1
OG0008019	KAK9869059.1	KAK9840378.1
OG0008020	KAK9869062.1	KAK9840198.1
OG0008021	KAK9869063.1	KAK9819038.1
OG0008022	KAK9869067.1	KAK9824804.1
OG0008023	KAK9869068.1	KAK9819023.1
OG0008024	KAK9869070.1	KAK9825205.1
OG0008025	KAK9869075.1	KAK9824763.1
OG0008026	KAK9869076.1, KAK9869077.1	
OG0008027	KAK9869083.1	KAK9818819.1
OG0008028	KAK9869086.1	KAK9825307.1
OG0008029	KAK9869087.1	KAK9825225.1
OG0008030	KAK9869091.1	KAK9819006.1
OG0008031	KAK9869092.1	KAK9819050.1
OG0008032	KAK9869094.1	KAK9818827.1
OG0008033	KAK9869095.1	KAK9818803.1
OG0008034	KAK9869096.1	KAK9844418.1
OG0008035	Null	KAK9815962.1, KAK9818836.1
OG0008036	Null	KAK9815979.1, KAK9844657.1
OG0008037	Null	KAK9815983.1, KAK9826323.1
OG0008038	Null	KAK9816007.1, KAK9816008.1
OG0008039	Null	KAK9816016.1, KAK9816021.1
OG0008040	Null	KAK9816018.1, KAK9816019.1
OG0008041	Null	KAK9816031.1, KAK9836746.1
OG0008042	Null	KAK9816076.1, KAK9844861.1
OG0008043	Null	KAK9816079.1, KAK9826953.1
OG0008044	Null	KAK9816081.1, KAK9827123.1
OG0008045	Null	KAK9816083.1, KAK9827049.1
OG0008046	Null	KAK9816085.1, KAK9827005.1
OG0008047	Null	KAK9816087.1, KAK9826955.1
OG0008048	Null	KAK9816092.1, KAK9816129.1
OG0008049	Null	KAK9816093.1, KAK9844870.1
OG0008050	Null	KAK9816095.1, KAK9827190.1
OG0008051	Null	KAK9816105.1, KAK9826933.1
OG0008052	Null	KAK9816111.1, KAK9826985.1
OG0008053	Null	KAK9816112.1, KAK9826965.1
OG0008054	Null	KAK9816116.1, KAK9844587.1
OG0008055	Null	KAK9816118.1, KAK9844256.1
OG0008056	Null	KAK9816123.1, KAK9827017.1
OG0008057	Null	KAK9816126.1, KAK9844496.1
OG0008058	Null	KAK9816128.1, KAK9826917.1
OG0008059	Null	KAK9816131.1, KAK9844551.1
OG0008060	Null	KAK9816133.1, KAK9827175.1
OG0008061	Null	KAK9816135.1, KAK9827050.1
OG0008062	Null	KAK9816136.1, KAK9844282.1
OG0008063	Null	KAK9816137.1, KAK9827225.1
OG0008064	Null	KAK9816138.1, KAK9827223.1
OG0008065	Null	KAK9816141.1, KAK9827013.1
OG0008066	Null	KAK9816143.1, KAK9844808.1
OG0008067	Null	KAK9816146.1, KAK9844867.1
OG0008068	Null	KAK9816148.1, KAK9844979.1
OG0008069	Null	KAK9816149.1, KAK9844375.1
OG0008070	Null	KAK9816151.1, KAK9844383.1
OG0008071	Null	KAK9816154.1, KAK9827099.1
OG0008072	Null	KAK9816155.1, KAK9827227.1
OG0008073	Null	KAK9816161.1, KAK9826913.1
OG0008074	Null	KAK9816162.1, KAK9827075.1
OG0008075	Null	KAK9816163.1, KAK9827001.1
OG0008076	Null	KAK9816177.1, KAK9816178.1
OG0008077	Null	KAK9816179.1, KAK9825079.1
OG0008078	Null	KAK9816191.1, KAK9818851.1
OG0008079	Null	KAK9816197.1, KAK9816198.1
OG0008080	Null	KAK9816209.1, KAK9816210.1
OG0008081	Null	KAK9816227.1, KAK9826540.1
OG0008082	Null	KAK9816231.1, KAK9837657.1
OG0008083	Null	KAK9816257.1, KAK9820931.1
OG0008084	Null	KAK9816285.1, KAK9822785.1
OG0008085	Null	KAK9816331.1, KAK9834431.1
OG0008086	Null	KAK9816350.1, KAK9840228.1
OG0008087	Null	KAK9816353.1, KAK9816377.1
OG0008088	Null	KAK9817328.1, KAK9834537.1
OG0008089	Null	KAK9817356.1, KAK9817357.1
OG0008090	Null	KAK9817359.1, KAK9817360.1
OG0008091	Null	KAK9817368.1, KAK9817373.1
OG0008092	Null	KAK9817393.1, KAK9817395.1
OG0008093	Null	KAK9817425.1, KAK9817439.1
OG0008094	Null	KAK9817471.1, KAK9842798.1
OG0008095	Null	KAK9817514.1, KAK9817515.1
OG0008096	Null	KAK9817570.1, KAK9817571.1
OG0008097	Null	KAK9817591.1, KAK9841212.1
OG0008098	Null	KAK9817637.1, KAK9817638.1
OG0008099	Null	KAK9818475.1, KAK9819304.1
